exchange(交易所),code(代码),name(ETF简称),index_name(跟踪指数),fund_manager(基金管理人),listed_trading_days(上市交易天数_近300日封顶),suspend_days_60d(近60交易日停牌天数),adv_amount_60d(近60交易日日均成交额_元),avg_abs_premium_discount_60d(近60交易日平均绝对折溢价),pct_days_premium_discount_gt_1pct_60d(近60交易日折溢价超1%占比)
sh,510010,治理ETF,上证180公司治理指数,交银施罗德基金管理有限公司,300,0,216882.90,0.002614,0.016667
sh,510020,超大ETF,上证超级大盘指数,博时基金管理有限公司,300,0,2725407.97,0.001840,0.016667
sh,510030,价值ETF,上证180价值指数,华宝基金管理有限公司,300,0,4837475.58,0.000843,0.000000
sh,510040,上证180E,上证180指数,鹏华基金管理有限公司,300,0,3902726.20,0.001337,0.000000
sh,510050,50ETF,上证50指数,华夏基金管理有限公司,300,0,2657332012.80,0.000472,0.000000
sh,510060,央企ETF,上证中央企业50指数,工银瑞信基金管理有限公司,300,0,555186.87,0.001266,0.000000
sh,510090,ESG建信,上证社会责任指数,建信基金管理有限责任公司,300,0,37823.30,0.001669,0.000000
sh,510100,SZ50ETF,上证50指数,易方达基金管理有限公司,300,0,442390815.47,0.000595,0.000000
sh,510130,中盘ETF,上证中盘指数,易方达基金管理有限公司,300,0,2251402.02,0.003083,0.050000
sh,510150,消费ETF,上证消费80指数,招商基金管理有限公司,300,0,35671005.00,0.001061,0.000000
sh,510160,产业升级,中证南方小康产业指数,南方基金管理股份有限公司,300,0,770952.02,0.001872,0.000000
sh,510170,商品ETF,上证大宗商品股票指数,国联安基金管理有限公司,300,0,29413339.67,0.000928,0.000000
sh,510180,180ETF,上证180指数,华安基金管理有限公司,300,0,114836641.33,0.000654,0.000000
sh,510190,上证50基,上证龙头企业指数,华安基金管理有限公司,300,0,2192089.47,0.001057,0.000000
sh,510200,上证券商,上证证券行业指数,汇安基金管理有限责任公司,300,0,3762811.12,0.001102,0.000000
sh,510210,综指ETF,上证综合指数,富国基金管理有限公司,300,0,612542250.93,0.001114,0.000000
sh,510230,金融ETF,上证180金融股指数,国泰基金管理有限公司,300,0,65866903.03,0.000701,0.000000
sh,510270,国企ETF,上证国有企业100指数,中银基金管理有限公司,300,0,4272311.20,0.001024,0.000000
sh,510290,380ETF,上证380指数,南方基金管理股份有限公司,300,0,1010794.90,0.001129,0.000000
sh,510300,300ETF,沪深300指数,华泰柏瑞基金管理有限公司,300,0,4130576375.47,0.000608,0.000000
sh,510310,HS300ETF,沪深300指数,易方达基金管理有限公司,300,0,1377975367.73,0.000626,0.000000
sh,510320,300中金,沪深300指数,中金基金管理有限公司,263,0,30177251.17,0.001335,0.000000
sh,510330,华夏300,沪深300指数,华夏基金管理有限公司,300,0,869792191.73,0.000785,0.000000
sh,510350,工银300,沪深300指数,工银瑞信基金管理有限公司,300,0,25500777.10,0.000915,0.000000
sh,510360,广发300,沪深300指数,广发基金管理有限公司,300,0,61114550.40,0.001224,0.016667
sh,510370,兴业300,沪深300指数,兴业基金管理有限公司,300,0,4146208.08,0.001396,0.016667
sh,510380,国寿300,沪深300指数,国寿安保基金管理有限公司,300,0,9477928.27,0.002137,0.016667
sh,510390,平安300,沪深300指数,平安基金管理有限公司,300,0,5742903.72,0.001130,0.000000
sh,510410,资源ETF,上证自然资源指数,博时基金管理有限公司,300,0,39615242.45,0.001212,0.000000
sh,510500,500ETF,中证小盘500指数,南方基金管理股份有限公司,300,0,4723935547.73,0.000685,0.000000
sh,510510,广发500,中证小盘500指数,广发基金管理有限公司,300,0,75889729.13,0.000936,0.000000
sh,510530,工银500,中证小盘500指数,工银瑞信基金管理有限公司,300,0,6083190.37,0.001094,0.000000
sh,510550,方正500,中证小盘500指数,方正富邦基金管理有限公司,300,0,1791920.53,0.001344,0.000000
sh,510560,国寿500,中证小盘500指数,国寿安保基金管理有限公司,300,0,1501366.17,0.003070,0.016667
sh,510570,兴业500,中证小盘500指数,兴业基金管理有限公司,300,0,2785869.10,0.001284,0.000000
sh,510580,ZZ500ETF,中证小盘500指数,易方达基金管理有限公司,300,0,78777803.67,0.000885,0.000000
sh,510590,平安500,中证小盘500指数,平安基金管理有限公司,300,0,4582767.77,0.001741,0.000000
sh,510600,沪50ETF,上证50指数,申万菱信基金管理有限公司,300,0,2371370.80,0.001485,0.016667
sh,510630,消费30,上证主要消费行业指数,华夏基金管理有限公司,300,0,31596658.23,0.000758,0.000000
sh,510650,金融行业,上证金融地产行业指数,华夏基金管理有限公司,300,0,913265.87,na,na
sh,510660,医药行业,上证医药卫生行业指数,华夏基金管理有限公司,300,0,5682955.67,0.000865,0.000000
sh,510670,180指,上证180指数,华夏基金管理有限公司,140,0,5164765.78,0.002345,0.016667
sh,510680,万家50,上证50指数,万家基金管理有限公司,300,0,6306933.67,0.001182,0.016667
sh,510710,上50ETF,上证50指数,博时基金管理有限公司,300,0,4489807.42,0.000932,0.000000
sh,510720,红利国泰,上证国有企业红利指数,国泰基金管理有限公司,300,0,124985622.27,0.000599,0.000000
sh,510760,上证ETF,上证综合指数,国泰基金管理有限公司,300,0,166083179.73,0.000869,0.000000
sh,510770,G60创新,上证G60战略新兴产业成份指数,申万菱信基金管理有限公司,300,0,2296095.43,0.003168,0.033333
sh,510800,上证50,上证50指数,建信基金管理有限责任公司,300,0,4290978.92,0.000908,0.000000
sh,510810,上海国企,中证上海国企指数,汇添富基金管理股份有限公司,300,0,4925051.38,0.000848,0.000000
sh,510850,工银上50,上证50指数,工银瑞信基金管理有限公司,300,0,11664553.62,na,na
sh,510880,红利ETF,上证红利指数,华泰柏瑞基金管理有限公司,300,0,479542452.80,0.000589,0.000000
sh,510900,恒生中国,恒生中国企业指数,易方达基金管理有限公司,300,0,221293471.20,0.006993,0.100000
sh,510950,上证广发,上证50指数,广发基金管理有限公司,300,0,12490889.33,0.005766,0.033333
sh,510980,上证综合,上证综合指数,汇添富基金管理股份有限公司,300,0,59913441.50,0.001167,0.000000
sh,510990,ESG180,中证180ESG指数,工银瑞信基金管理有限公司,300,0,6109559.17,0.001417,0.000000
sh,511010,国债ETF,上证5年期国债指数,国泰基金管理有限公司,300,0,771434754.27,0.000153,0.000000
sh,511020,活跃国债,中证5-10年期国债活跃券指数,平安基金管理有限公司,300,0,424314392.87,0.000421,0.000000
sh,511030,公司债,中债-中高等级公司债利差因子指数,平安基金管理有限公司,300,0,2712460065.07,0.000146,0.000000
sh,511060,5年地债,上证5年期地方政府债指数,海富通基金管理有限公司,300,0,1056915449.35,0.000332,0.000000
sh,511070,沪公司债,上证基准做市公司债指数,南方基金管理股份有限公司,300,0,6694378625.73,0.000480,0.000000
sh,511090,30年国债,中债-30年期国债指数,鹏扬基金管理有限公司,300,0,3994170188.80,0.001025,0.000000
sh,511100,基准国债,上证基准做市国债指数,华夏基金管理有限公司,300,0,10714656960.00,0.000379,0.000000
sh,511110,公司债易,上证基准做市公司债指数,易方达基金管理有限公司,300,0,6073748926.67,0.000480,0.000000
sh,511120,科创债基,上证AAA科技创新公司债指数,广发基金管理有限公司,208,0,3737269981.87,0.000592,0.000000
sh,511130,国债30年,上证30年期国债指数,博时基金管理有限公司,300,0,2591384462.93,0.000780,0.000000
sh,511150,科债永赢,上证AAA科技创新公司债指数,永赢基金管理有限公司,159,0,2163481619.03,0.000212,0.000000
sh,511160,国债东财,中证1-3年国债指数,东财基金管理有限公司,300,0,232722708.78,0.000168,0.000000
sh,511180,上证转债,上证投资级可转债及可交换债券指数,海富通基金管理有限公司,300,0,3120845230.93,0.000340,0.000000
sh,511190,信用债,上证基准做市公司债指数,海富通基金管理有限公司,300,0,734826015.67,0.000538,0.000000
sh,511200,信用债基,上证基准做市公司债指数,华夏基金管理有限公司,300,0,5802710654.93,0.000474,0.000000
sh,511220,城投ETF,上证城投债指数,海富通基金管理有限公司,300,0,1272776015.47,0.000298,0.000000
sh,511260,十年国债,上证10年期国债指数,国泰基金管理有限公司,300,0,4739565029.87,0.000365,0.000000
sh,511270,10年地债,上证10年期地方政府债指数,海富通基金管理有限公司,300,0,1719915577.33,0.000794,0.000000
sh,511360,短融ETF,中证短融指数,海富通基金管理有限公司,300,0,41654098747.73,0.000066,0.000000
sh,511380,转债ETF,中证可转债及可交换债券指数,博时基金管理有限公司,300,0,12522818295.47,0.001122,0.000000
sh,511520,政金债,中债-7-10年政策性金融债指数,富国基金管理有限公司,300,0,2015220457.60,0.000642,0.000000
sh,511580,国债政金,中证国债及政策性金融债 0-3 年指数,招商基金管理有限公司,300,0,2481771699.07,0.000225,0.000000
sh,511600,货币ETF,货币基金指数,华安基金管理有限公司,300,0,5565747.73,345.426225,0.983333
sh,511620,货币基金,货币基金指数,国泰基金管理有限公司,300,0,25063205.17,248.861266,0.983333
sh,511650,华夏快线,货币基金指数,华夏基金管理有限公司,300,0,4529903.88,312.353807,0.983333
sh,511660,建信添益,货币基金指数,建信基金管理有限责任公司,300,0,1137465479.47,354.557743,0.983333
sh,511670,华泰天金,货币基金指数,华泰证券（上海）资产管理有限公司,300,0,749871.77,339.184840,0.983333
sh,511690,交易货币,货币基金指数,大成基金管理有限公司,300,0,14890153.98,353.269414,0.983333
sh,511700,场内货币,货币基金指数,平安基金管理有限公司,300,0,74789526.73,262.126718,0.983333
sh,511770,金鹰增益,货币基金指数,金鹰基金管理有限公司,300,0,2871758.60,528.815182,0.983333
sh,511800,易货币,货币基金指数,易方达基金管理有限公司,300,0,6506913.23,430.669887,0.983333
sh,511810,理财金H,货币基金指数,南方基金管理股份有限公司,300,0,12174017.73,346.734565,0.983333
sh,511820,鹏华添利,货币基金指数,鹏华基金管理有限公司,300,0,742926.57,336.726679,0.983333
sh,511830,华泰货币,货币基金指数,华泰柏瑞基金管理有限公司,300,0,651852.85,314.688872,0.983333
sh,511850,财富宝E,货币基金指数,招商基金管理有限公司,300,0,131234609.60,288.523197,0.983333
sh,511860,博时货币,货币基金指数,博时基金管理有限公司,300,0,2372551.40,359.285747,0.983333
sh,511880,银华日利,货币基金指数,银华基金管理股份有限公司,300,0,17164475955.20,0.000070,0.000000
sh,511900,富国货币,货币基金指数,富国基金管理有限公司,300,0,10677155.42,344.373984,0.983333
sh,511910,融通货币,货币基金指数,融通基金管理有限公司,300,0,938747.42,368.770425,0.983333
sh,511920,广发货币,货币基金指数,广发基金管理有限公司,300,0,534278.37,308.085110,0.983333
sh,511930,国联日盈,货币基金指数,国联基金管理有限公司,300,0,887604.50,314.548947,0.983333
sh,511950,广发添利,货币基金指数,广发基金管理有限公司,300,0,726925.07,305.003956,0.983333
sh,511960,嘉实快线,货币基金指数,嘉实基金管理有限公司,300,0,2079293.27,na,na
sh,511970,国寿货币,货币基金指数,国寿安保基金管理有限公司,300,0,582857.57,na,na
sh,511980,现金添富,货币基金指数,汇添富基金管理股份有限公司,300,0,820362.15,347.119246,0.983333
sh,511990,华宝添益,货币基金指数,华宝基金管理有限公司,300,0,10841922261.33,346.756044,0.983333
sh,512000,券商ETF,中证全指证券公司指数,华宝基金管理有限公司,300,0,1009100560.00,0.000964,0.000000
sh,512010,医药ETF,沪深300医药卫生指数,易方达基金管理有限公司,300,0,473205516.27,0.001557,0.000000
sh,512020,A500,中证A500指数,鹏华基金管理有限公司,300,0,66963029.20,0.001008,0.000000
sh,512030,A50增,中证A50指数,易方达基金管理有限公司,189,0,1569127.77,0.002215,0.016667
sh,512040,国信价值,中证国信价值指数,富国基金管理有限公司,300,0,111880939.60,0.000925,0.000000
sh,512050,A500E,中证A500指数,华夏基金管理有限公司,300,0,5624624010.67,0.000644,0.000000
sh,512060,A100指基,中证A100指数,天弘基金管理有限公司,207,0,2868927.80,0.001480,0.000000
sh,512070,证券保险,沪深300非银行金融指数,易方达基金管理有限公司,300,0,471517632.00,0.000835,0.000000
sh,512080,A500中金,中证A500指数,中金基金管理有限公司,300,0,33041923.80,0.001266,0.000000
sh,512090,MSCI易基,MSCI中国A股国际通人民币指数,易方达基金管理有限公司,300,0,130233944.53,0.000901,0.000000
sh,512100,1000ETF,中证1000指数,南方基金管理股份有限公司,300,0,2515562973.87,0.000695,0.000000
sh,512120,医药50,中证细分医药产业主题指数,华安基金管理有限公司,300,0,11882733.28,0.001064,0.000000
sh,512130,现金全指,中证全指自由现金流指数,鹏华基金管理有限公司,220,0,1089697.82,0.002115,0.033333
sh,512140,电力事业,中证全指电力公用事业指数,华安基金管理有限公司,14,0,10801888.87,0.001271,0.000000
sh,512150,A50ETF,富时中国A50指数,汇安基金管理有限责任公司,300,0,1377642.58,0.002203,0.000000
sh,512160,MSCI基金,MSCI中国A股国际通人民币指数,南方基金管理股份有限公司,300,0,2528235.45,0.001333,0.000000
sh,512170,医疗ETF,中证医疗指数,华宝基金管理有限公司,300,0,604801337.60,0.001497,0.000000
sh,512180,建信MSCI,MSCI中国A股国际通人民币指数,建信基金管理有限责任公司,300,0,273203.80,0.002481,0.016667
sh,512190,之江凤凰,中证浙江凤凰行动50指数,浙江浙商证券资产管理有限公司,300,0,1315695.47,0.002367,0.000000
sh,512200,地产ETF,中证全指房地产指数,南方基金管理股份有限公司,300,0,192795061.00,0.001024,0.000000
sh,512220,TMTETF,中证科技传媒通信150指数,景顺长城基金管理有限公司,300,0,17306717.17,0.001103,0.000000
sh,512240,A50龙头,中证A50指数,鹏华基金管理有限公司,277,0,2001978.17,0.002379,0.016667
sh,512250,A50指数E,中证A50指数,招商基金管理有限公司,272,0,1782003.55,0.001772,0.000000
sh,512260,500低波,中证500行业中性低波动指数,华安基金管理有限公司,300,0,1138871.32,0.001201,0.000000
sh,512290,生物医药,中证生物医药指数,国泰基金管理有限公司,300,0,92236233.67,0.000819,0.000000
sh,512330,信息ETF,中证500信息技术指数,南方基金管理股份有限公司,300,0,6065248.35,0.001559,0.016667
sh,512360,MSCI国际,MSCI中国A股国际指数,平安基金管理有限公司,300,0,193043.60,0.002499,0.000000
sh,512370,A500增指,中证A500指数,华夏基金管理有限公司,186,0,9334326.85,0.001762,0.000000
sh,512380,MSCI中国,MSCI中国A股人民币指数,银华基金管理股份有限公司,300,0,2909196.72,0.001697,0.000000
sh,512390,MSCI低波,MSCI中国A股国际低波指数,平安基金管理有限公司,300,0,1619634.13,0.002928,0.016667
sh,512400,有色ETF,中证申万有色金属指数,南方基金管理股份有限公司,300,0,1350573185.07,0.000991,0.000000
sh,512430,家电家居,中证家居家电指数,华泰柏瑞基金管理有限公司,18,0,4454680.07,0.001484,0.000000
sh,512450,广发养殖,中证畜牧养殖产业指数,广发基金管理有限公司,38,0,8022237.87,0.001309,0.000000
sh,512460,电池主题,中证电池主题指数,华夏基金管理有限公司,46,0,23609698.63,0.001020,0.000000
sh,512480,半导体,中证全指半导体产品与设备指数,国联安基金管理有限公司,300,0,1552801177.60,0.000673,0.000000
sh,512500,中证500,中证小盘500指数,华夏基金管理有限公司,300,0,617224156.27,0.000938,0.000000
sh,512510,ETF500,中证小盘500指数,华泰柏瑞基金管理有限公司,300,0,18661440.25,0.001073,0.000000
sh,512520,MSCIETF,MSCI中国A股国际通人民币指数,华泰柏瑞基金管理有限公司,300,0,566077.45,0.001666,0.016667
sh,512530,300红利,沪深300红利指数,建信基金管理有限责任公司,300,0,6286271.88,0.000778,0.000000
sh,512550,A50基金,富时中国A50指数,嘉实基金管理有限公司,300,0,9699153.10,0.001051,0.000000
sh,512560,中证军工,中证军工指数,易方达基金管理有限公司,300,0,66719345.17,0.001125,0.000000
sh,512570,中证证券,中证全指证券公司指数,易方达基金管理有限公司,300,0,93998177.20,0.001217,0.000000
sh,512580,环保ETF,中证环保产业指数,广发基金管理有限公司,300,0,25551299.90,0.001136,0.000000
sh,512600,必选消费,中证主要消费指数,嘉实基金管理有限公司,300,0,10494206.22,0.000937,0.000000
sh,512620,农业TH,中证农业主题指数,天弘基金管理有限公司,123,0,15489204.90,0.001181,0.000000
sh,512630,卫星基金,中证卫星产业指数,广发基金管理有限公司,145,0,229702114.93,0.001110,0.000000
sh,512640,金融地产,中证金融地产指数,嘉实基金管理有限公司,300,0,6685018.73,0.000853,0.000000
sh,512650,长三角,中证长三角一体化发展主题指数,汇添富基金管理股份有限公司,300,0,2675718.15,0.001188,0.000000
sh,512660,军工ETF,中证军工指数,国泰基金管理有限公司,300,0,453699130.67,0.000595,0.000000
sh,512670,国防ETF,中证国防指数,鹏华基金管理有限公司,300,0,133229281.00,0.000760,0.000000
sh,512680,军工基金,中证军工指数,广发基金管理有限公司,300,0,85323064.47,0.000708,0.000000
sh,512690,酒ETF,中证酒指数,鹏华基金管理有限公司,300,0,690145228.80,0.000932,0.000000
sh,512700,银行基金,中证银行指数,南方基金管理股份有限公司,300,0,108159233.87,0.000771,0.000000
sh,512710,军工龙头,中证军工龙头指数,富国基金管理有限公司,300,0,484484892.80,0.000765,0.000000
sh,512720,计算机,中证计算机主题指数,国泰基金管理有限公司,300,0,37874911.27,0.000881,0.000000
sh,512730,银行FUND,中证银行指数,鹏华基金管理有限公司,300,0,8022221.72,na,na
sh,512750,基本面50,中证锐联基本面50指数,嘉实基金管理有限公司,300,0,2265090.85,0.000856,0.000000
sh,512760,芯片ETF,中华交易服务半导体芯片行业指数,国泰基金管理有限公司,300,0,388004821.87,0.017424,0.016667
sh,512770,战略新兴,中国战略新兴产业成份指数,华夏基金管理有限公司,300,0,3429953.73,0.001577,0.016667
sh,512800,银行ETF,中证银行指数,华宝基金管理有限公司,300,0,701079820.80,0.000863,0.000000
sh,512810,国防军工,中证军工指数,华宝基金管理有限公司,300,0,51474445.38,0.000866,0.000000
sh,512820,银行股基,中证银行指数,汇添富基金管理股份有限公司,300,0,88925863.93,0.000687,0.000000
sh,512870,杭州湾区,中证杭州湾区指数,南华基金管理有限公司,300,0,170165.85,0.002703,0.033333
sh,512880,证券ETF,中证全指证券公司指数,国泰基金管理有限公司,300,0,1821173870.93,0.000639,0.000000
sh,512890,红利低波,中证红利低波动指数,华泰柏瑞基金管理有限公司,300,0,747120561.60,0.000654,0.000000
sh,512900,证券基金,中证全指证券公司指数,南方基金管理股份有限公司,300,0,46358907.73,0.001006,0.000000
sh,512910,100ETF,中证100指数,广发基金管理有限公司,300,0,14605614.43,na,na
sh,512930,AIETF,中证人工智能主题指数,平安基金管理有限公司,300,0,157744967.60,0.050928,0.016667
sh,512940,有色矿业,中证有色金属矿业主题指数,华安基金管理有限公司,62,0,72872490.63,0.001185,0.000000
sh,512950,央企改革,中证央企结构调整指数,华夏基金管理有限公司,300,0,12180873.20,0.000649,0.000000
sh,512960,央调ETF,中证央企结构调整指数,博时基金管理有限公司,300,0,8656952.27,0.000993,0.000000
sh,512970,湾区ETF,中证粤港澳大湾区发展主题指数,平安基金管理有限公司,300,0,1335690.82,0.004759,0.100000
sh,512980,传媒ETF,中证传媒指数,广发基金管理有限公司,300,0,299764074.27,0.001130,0.000000
sh,512990,MSCIA股,MSCI中国A股国际通人民币指数,华夏基金管理有限公司,300,0,3648651.45,0.001506,0.000000
sh,513000,225ETF,日经225指数,易方达基金管理有限公司,300,0,172345787.47,0.019400,0.650000
sh,513010,港股科技,恒生科技指数,易方达基金管理有限公司,300,0,1431479933.33,0.004069,0.016667
sh,513020,科技HK,中证港股通科技指数,国泰基金管理有限公司,300,0,250203588.27,0.006797,0.216667
sh,513030,德国ETF,德国DAX指数,华安基金管理有限公司,300,0,124474141.07,0.021064,0.666667
sh,513040,HK互联网,中证港股通互联网指数,易方达基金管理有限公司,300,0,566335266.93,0.004934,0.100000
sh,513050,中概互联,中证海外中国互联网50指数,易方达基金管理有限公司,300,0,2436548419.20,0.004840,0.100000
sh,513060,恒生医疗,恒生医疗保健指数,博时基金管理有限公司,300,0,656172048.00,0.005369,0.116667
sh,513070,HK消费50,中证港股通消费主题指数,易方达基金管理有限公司,300,0,103367081.67,0.006320,0.150000
sh,513080,法国ETF,CAC40指数,华安基金管理有限公司,300,0,90332640.13,0.031769,0.816667
sh,513090,香港证券,中证香港证券投资主题指数,易方达基金管理有限公司,300,0,5514064789.33,0.006846,0.200000
sh,513100,纳指ETF,纳斯达克100指数,国泰基金管理有限公司,300,0,642914678.93,0.043700,0.950000
sh,513110,纳指100,纳斯达克100指数,华泰柏瑞基金管理有限公司,300,0,186049773.00,0.024316,0.816667
sh,513120,HK创新药,中证香港创新药指数,广发基金管理有限公司,300,0,4596631438.93,0.005896,0.133333
sh,513130,恒生科技,恒生科技指数,华泰柏瑞基金管理有限公司,300,0,5006603244.80,0.005733,0.116667
sh,513140,港股金融,中证香港300金融服务指数,华泰柏瑞基金管理有限公司,300,0,64811819.52,0.005994,0.066667
sh,513150,港科技50,中证港股通科技指数,华泰柏瑞基金管理有限公司,300,0,90035921.55,0.005580,0.083333
sh,513160,科技30,恒生港股通中国科技指数,银华基金管理股份有限公司,300,0,450604322.80,0.005794,0.166667
sh,513170,恒生央企,恒生中国央企,鹏华基金管理有限公司,300,0,12143516.75,0.006051,0.016667
sh,513180,恒指科技,恒生科技指数,华夏基金管理有限公司,300,0,4534144460.80,0.004500,0.016667
sh,513190,H股金融,中证港股通内地金融指数,华夏基金管理有限公司,300,0,392061313.33,0.006121,0.133333
sh,513200,港股医药,中证港股通医药卫生综合指数,易方达基金管理有限公司,300,0,155348678.73,0.005785,0.116667
sh,513210,恒生E,恒生指数,易方达基金管理有限公司,300,0,5387743.20,0.006299,0.116667
sh,513220,互联网30,中证全球中国互联网指数,招商基金管理有限公司,300,0,68194153.43,na,na
sh,513230,H股消费,中证港股通消费主题指数,华夏基金管理有限公司,300,0,49163792.70,0.005638,0.100000
sh,513240,港信息,中证港股通信息技术综合指数,华安基金管理有限公司,15,0,18324348.33,0.009958,0.466667
sh,513260,恒科技,恒生科技指数,汇添富基金管理股份有限公司,300,0,345753884.40,na,na
sh,513280,恒生生物,恒生香港上巿生物科技指数,汇添富基金管理股份有限公司,300,0,104182600.93,0.005679,0.166667
sh,513290,纳指生物,纳斯达克生物科技指数,汇添富基金管理股份有限公司,300,0,79624278.53,0.011889,0.516667
sh,513300,纳斯达克,纳斯达克100指数,华夏基金管理有限公司,300,0,464075499.73,0.027719,0.883333
sh,513310,中韩芯片,中证韩交所中韩半导体指数,华泰柏瑞基金管理有限公司,300,0,7395056076.80,0.183692,0.983333
sh,513320,HK新经济,恒生港股通新经济指数,易方达基金管理有限公司,300,0,11575629.83,0.004429,0.016667
sh,513330,恒生互联,恒生互联网科技业指数,华夏基金管理有限公司,300,0,2561833900.27,0.005504,0.100000
sh,513350,油气ETF,标普石油天然气勘探及生产精选行业指数,富国基金管理有限公司,300,0,2074218558.13,0.089169,0.883333
sh,513360,教育ETF,中证全球中国教育主题指数,博时基金管理有限公司,300,0,41782508.42,0.010590,0.433333
sh,513380,科技恒生,恒生科技指数,广发基金管理有限公司,300,0,354014552.93,na,na
sh,513390,纳指基金,纳斯达克100指数,博时基金管理有限公司,300,0,100648649.70,0.027213,0.883333
sh,513400,道琼斯,道琼斯工业平均指数,鹏华基金管理有限公司,300,0,182468013.60,0.012423,0.500000
sh,513500,标普500,标准普尔500指数,博时基金管理有限公司,300,0,316123224.27,0.035377,0.950000
sh,513520,日经ETF,日经225指数,华夏基金管理有限公司,300,0,361785304.00,0.028064,0.833333
sh,513530,港股红利,中证港股通高股息投资指数,华泰柏瑞基金管理有限公司,300,0,174615655.20,0.004553,0.033333
sh,513550,港股通50,中证港股通50指数,华泰柏瑞基金管理有限公司,300,0,103527141.80,0.006019,0.116667
sh,513560,香港科技,中证港股通科技指数,兴银基金管理有限责任公司,300,0,91941098.85,0.005650,0.116667
sh,513580,HS科技,恒生科技指数,华安基金管理有限公司,300,0,132273730.30,0.005697,0.066667
sh,513590,香港消费,中证港股通消费主题指数,鹏华基金管理有限公司,300,0,6579024.68,0.006521,0.166667
sh,513600,恒指ETF,恒生指数,南方基金管理股份有限公司,300,0,135405964.27,0.005014,0.016667
sh,513620,港医疗指,中证港股通医疗主题指数,银华基金管理股份有限公司,9,0,1650356.03,0.009856,0.666667
sh,513630,香港红利,标普港股通低波红利指数,摩根基金管理（中国）有限公司,300,0,380547547.87,0.004752,0.083333
sh,513650,标普ETF,标普500指数,南方基金管理股份有限公司,300,0,212533060.33,0.019494,0.650000
sh,513660,恒生通,恒生指数,华夏基金管理有限公司,300,0,150539809.93,0.022220,0.133333
sh,513690,恒生股息,恒生港股通高股息率指数,博时基金管理有限公司,300,0,233047126.07,0.007264,0.300000
sh,513700,香港医药,中证港股通医药卫生综合指数,鹏华基金管理有限公司,300,0,110704897.55,na,na
sh,513720,香港互联,中证港股通互联网指数,国泰基金管理有限公司,90,0,16022607.25,0.004780,0.066667
sh,513730,东南亚,新交所泛东南亚科技指数,华泰柏瑞基金管理有限公司,300,0,48773297.83,0.011942,0.433333
sh,513750,港股非银,中证港股通非银行金融主题指数,广发基金管理有限公司,300,0,1113164126.93,0.009630,0.483333
sh,513770,港股互联,中证港股通互联网指数,华宝基金管理有限公司,300,0,565443618.53,0.006060,0.183333
sh,513780,港股新药,中证港股通创新药指数,景顺长城基金管理有限公司,300,0,288085303.60,0.005968,0.166667
sh,513800,东证ETF,东证指数,南方基金管理股份有限公司,300,0,125550328.63,0.008172,0.233333
sh,513810,港股国企,中证香港内地国有企业指数,华夏基金管理有限公司,300,0,7193213.23,0.007654,0.183333
sh,513820,港股分红,中证港股通高股息投资指数,汇添富基金管理股份有限公司,300,0,143547917.87,0.007898,0.266667
sh,513830,红利港股,中证港股通高股息投资指数,嘉实基金管理有限公司,297,0,3627412.55,0.007539,0.216667
sh,513850,美国50,MSCI美国50指数,易方达基金管理有限公司,300,0,90148357.93,0.014957,0.466667
sh,513860,HKC科技,中证港股通科技指数,海富通基金管理有限公司,300,0,189292324.47,0.008576,0.366667
sh,513870,纳指指数,纳斯达克100指数,富国基金管理有限公司,300,0,90470092.03,0.027905,0.883333
sh,513880,日经225,日经225指数,华安基金管理有限公司,300,0,210550986.80,0.018775,0.616667
sh,513890,HK科技,恒生科技指数,摩根基金管理（中国）有限公司,300,0,77659976.40,0.004170,0.050000
sh,513900,港股100,中华交易服务港股通精选100指数,华安基金管理有限公司,300,0,43528895.17,0.007667,0.216667
sh,513910,红利央企,中证港股通央企红利指数,华夏基金管理有限公司,300,0,285680160.00,0.007142,0.200000
sh,513920,央企40,恒生港股通中国央企红利指数,华安基金管理有限公司,300,0,248002615.87,0.005626,0.100000
sh,513930,香港生科,恒生生物科技指数,华泰柏瑞基金管理有限公司,48,0,36219862.50,0.006164,0.166667
sh,513950,恒生红利,恒生港股通高股息低波动指数,富国基金管理有限公司,300,0,70927726.23,0.004433,0.033333
sh,513970,恒生消费,恒生消费指数,景顺长城基金管理有限公司,300,0,99697951.90,0.008489,0.333333
sh,513980,科技港股,中证港股通科技指数,景顺长城基金管理有限公司,300,0,671724755.07,0.006902,0.250000
sh,513990,港股通综,上证港股通指数,招商基金管理有限公司,300,0,45741243.22,0.006087,0.100000
sh,515000,科技ETF,中证科技龙头指数,华宝基金管理有限公司,300,0,130566398.87,0.001128,0.000000
sh,515010,华夏证券,中证全指证券公司指数,华夏基金管理有限公司,300,0,35860694.77,0.000862,0.000000
sh,515020,银行指数,中证银行指数,华夏基金管理有限公司,300,0,107163935.87,0.000535,0.000000
sh,515030,新汽车,中证新能源汽车指数,华夏基金管理有限公司,300,0,306266987.73,0.000634,0.000000
sh,515050,5GETF,中证5G通信主题指数,华夏基金管理有限公司,300,0,598631926.67,0.034598,0.016667
sh,515060,华夏地产,中证全指房地产指数,华夏基金管理有限公司,300,0,43419712.77,0.001089,0.000000
sh,515070,AI智能,中证人工智能主题指数,华夏基金管理有限公司,300,0,232332721.07,0.000802,0.000000
sh,515080,中证红利,中证红利指数,招商基金管理有限公司,300,0,310580043.20,0.000750,0.000000
sh,515090,可持续,中证可持续发展100指数,博时基金管理有限公司,300,0,1244391.75,0.002709,0.016667
