exchange(交易所),code(代码),name(ETF简称),index_name(跟踪指数),fund_manager(基金管理人),listed_trading_days(上市交易天数_近300日封顶),suspend_days_60d(近60交易日停牌天数),adv_amount_60d(近60交易日日均成交额_元),avg_abs_premium_discount_60d(近60交易日平均绝对折溢价),pct_days_premium_discount_gt_1pct_60d(近60交易日折溢价超1%占比)
sh,588260,科创技术,上证科创板新一代信息技术指数,华安基金管理有限公司,300,0,4119044.70,0.000933,0.000000
sh,588270,科创200F,上证科创板200指数,易方达基金管理有限公司,231,0,25135992.38,0.001218,0.000000
sh,588280,科创五零,上证科创板50成份指数,华安基金管理有限公司,300,0,17612547.60,0.001094,0.000000
sh,588290,芯片科创,上证科创板芯片指数,华安基金管理有限公司,300,0,383051535.73,na,na
sh,588300,双创ETF,中证科创创业50指数,招商基金管理有限公司,300,0,51018109.63,0.000982,0.000000
sh,588310,双创基金,中证科创创业50指数,方正富邦基金管理有限公司,300,0,2425384.10,0.001424,0.000000
sh,588320,双创增强,中证科创创业50指数,广发基金管理有限公司,300,0,5839695.00,0.002720,0.016667
sh,588330,双创龙头,中证科创创业50指数,华宝基金管理有限公司,300,0,50888072.50,0.001088,0.000000
sh,588350,双创,中证科创创业50指数,鹏扬基金管理有限公司,300,0,3939098.58,0.000837,0.000000
sh,588360,创创ETF,中证科创创业50指数,国泰基金管理有限公司,300,0,26513102.55,0.000917,0.000000
sh,588370,科创策略,上证科创板50成份指数,南方基金管理股份有限公司,300,0,6003204.33,na,na
sh,588380,创50ETF,中证科创创业50指数,富国基金管理有限公司,300,0,94373432.33,0.000813,0.000000
sh,588390,科创创业,中证科创创业50指数,博时基金管理有限公司,300,0,11155593.70,0.001255,0.000000
sh,588400,双创50,中证科创创业50指数,嘉实基金管理有限公司,300,0,43970579.63,0.001055,0.000000
sh,588410,双创AI,中证科创创业人工智能指数,鹏华基金管理有限公司,94,0,11580245.60,0.001130,0.000000
sh,588420,AI双创,中证科创创业人工智能指数,摩根基金管理（中国）有限公司,94,0,30105594.45,0.001104,0.000000
sh,588430,科创创AI,中证科创创业人工智能指数,工银瑞信基金管理有限公司,97,0,22001486.92,0.000963,0.000000
sh,588450,科创50增,上证科创板50成份指数,招商基金管理有限公司,300,0,12332812.08,0.001335,0.000000
sh,588460,科创增强,上证科创50成份指数,鹏华基金管理有限公司,300,0,68536446.73,0.001348,0.000000
sh,588470,双创智能,中证科创创业人工智能指数,华安基金管理有限公司,1,0,435046.87,0.000000,0.000000
sh,588480,AI50双创,中证科创创业人工智能指数,中金基金管理有限公司,13,0,9649655.65,0.001393,0.000000
sh,588500,科创100Z,上证科创板100指数,易方达基金管理有限公司,300,0,4932866.18,0.002442,0.000000
sh,588520,科创增,上证科创板综合价格指数,永赢基金管理有限公司,215,0,4821857.28,0.002200,0.033333
sh,588550,科创增指,上证科创板综合指数,易方达基金管理有限公司,167,0,3233053.77,0.003852,0.050000
sh,588660,双创五零,中证科创创业50指数,兴银基金管理有限责任公司,291,0,4734952.55,na,na
sh,588670,科综增强,上证科创板综合指数,嘉实基金管理有限公司,232,0,2132356.65,0.002847,0.033333
sh,588680,科100增,上证科创板100指数,广发基金管理有限公司,300,0,5589010.62,0.002050,0.016667
sh,588690,科综指增,上证科创板综合指数,银华基金管理股份有限公司,177,0,2086258.35,0.002963,0.033333
sh,588700,科创生物,上证科创板生物医药指数,嘉实基金管理有限公司,300,0,32448470.48,0.001051,0.000000
sh,588710,科半导体,上证科创板半导体材料设备主题指数,华泰柏瑞基金管理有限公司,239,0,251157063.00,0.001453,0.016667
sh,588720,中银科创,上证科创板50成份指数,中银基金管理有限公司,271,0,7935119.05,0.001050,0.000000
sh,588730,科创AI,上证科创板人工智能指数,易方达基金管理有限公司,300,0,136277100.80,0.000745,0.000000
sh,588750,科创芯50,上证科创板芯片指数,汇添富基金管理股份有限公司,300,0,219278619.60,0.000680,0.000000
sh,588760,AI科创,上证科创板人工智能指数,广发基金管理有限公司,300,0,243241449.07,0.000867,0.000000
sh,588770,信息科创,上证科创板新一代信息技术指数,摩根基金管理（中国）有限公司,286,0,34803697.13,0.001091,0.000000
sh,588780,芯片设计,上证科创板芯片设计主题指数,国联安基金管理有限公司,300,0,190103957.40,na,na
sh,588790,科创智能,上证科创板人工智能指数,博时基金管理有限公司,300,0,317578023.47,0.000815,0.000000
sh,588800,科创100C,上证科创板100指数,华夏基金管理有限公司,300,0,317968748.00,0.000790,0.000000
sh,588810,科创板芯,上证科创板芯片指数,富国基金管理有限公司,300,0,71037517.47,0.000905,0.000000
sh,588820,科创200E,上证科创板200指数,华夏基金管理有限公司,300,0,29843377.30,0.001041,0.000000
sh,588830,科创新能,上证科创板新能源指数,鹏华基金管理有限公司,300,0,168614793.73,0.000760,0.000000
sh,588840,50科创,上证科创板50成份指数,万家基金管理有限公司,296,0,3517867.00,0.001412,0.000000
sh,588850,科创机械,上证科创板工业机械指数,嘉实基金管理有限公司,264,0,12684490.97,0.001517,0.000000
sh,588860,科创医药,上证科创板生物医药指数,工银瑞信基金管理有限公司,300,0,12016503.75,0.001075,0.016667
sh,588870,科创50指,上证科创板50成份指数,汇添富基金管理股份有限公司,300,0,50677388.40,0.001022,0.000000
sh,588880,科创指数,上证科创板100指数,华泰柏瑞基金管理有限公司,300,0,12560002.65,0.001096,0.000000
sh,588890,科创芯,上证科创板芯片指数,南方基金管理股份有限公司,300,0,126838735.13,0.000884,0.000000
sh,588900,科创100S,上证科创板100指数,南方基金管理股份有限公司,300,0,13479039.65,0.001074,0.000000
sh,588910,科创价值,上证智选科创板创新价值指数,建信基金管理有限责任公司,277,0,17592917.93,0.001223,0.000000
sh,588920,KC芯片,上证科创板芯片指数,鹏华基金管理有限公司,201,0,30718353.43,0.000659,0.000000
sh,588930,科创板AI,上证科创板人工智能指数,银华基金管理股份有限公司,300,0,80187193.33,0.000861,0.000000
sh,588940,科创富国,上证科创板50成份指数,富国基金管理有限公司,240,0,33993278.53,0.001358,0.000000
sh,588950,景顺科创,上证科创板50成份指数,景顺长城基金管理有限公司,300,0,17101469.97,0.001678,0.033333
sh,588960,新能科创,上证科创板新能源指数,富国基金管理有限公司,300,0,25973226.48,0.000729,0.000000
sh,588980,科创广发,上证科创板100指数,广发基金管理有限公司,197,0,2847108.23,0.001438,0.000000
sh,588990,科芯片,上证科创板芯片指数,博时基金管理有限公司,300,0,62315047.53,0.000745,0.000000
sh,589000,科创综指,上证科创板综合指数,华夏基金管理有限公司,299,0,140984616.00,0.000841,0.000000
sh,589010,科创AI指,上证科创板人工智能指数,华夏基金管理有限公司,275,0,113556080.93,0.000881,0.000000
sh,589020,KC半导体,上证科创板半导体材料设备主题指数,鹏华基金管理有限公司,173,0,99594278.90,0.001318,0.000000
sh,589030,科芯设计,上证科创板芯片设计主题指数,易方达基金管理有限公司,84,0,80991402.30,0.001273,0.000000
sh,589050,科创E,上证科创板综合价格指数,兴业基金管理有限公司,186,0,4533436.58,0.001807,0.000000
sh,589060,科综东财,上证科创板综合价格指数,东财基金管理有限公司,283,0,5949935.72,na,na
sh,589070,科芯TH,上证科创板芯片设计主题指数,天弘基金管理有限公司,80,0,89808702.07,0.001160,0.000000
sh,589080,科创综E,上证科创板综合指数,汇添富基金管理股份有限公司,299,0,23021690.85,0.001101,0.000000
sh,589090,KCAI,上证科创板人工智能指数,鹏华基金管理有限公司,179,0,10347193.02,0.001118,0.000000
sh,589100,国泰芯片,上证科创板芯片指数,国泰基金管理有限公司,277,0,39785396.47,0.000693,0.000000
sh,589110,科AI国泰,上证科创板人工智能指数,国泰基金管理有限公司,150,0,12607395.87,0.000917,0.000000
sh,589120,创新药基,上证科创板创新药指数,汇添富基金管理股份有限公司,162,0,46878002.27,0.000998,0.000000
sh,589130,科创芯易,上证科创板芯片指数,易方达基金管理有限公司,91,0,89590576.90,0.001882,0.016667
sh,589150,科创平安,上证科创板50成份指数,平安基金管理有限公司,93,0,10100724.93,0.001880,0.000000
sh,589160,科芯片GF,上证科创板芯片指数,广发基金管理有限公司,75,0,27596221.78,0.001225,0.000000
sh,589170,芯设计KC,上证科创板芯片设计主题指数,鹏华基金管理有限公司,70,0,17019513.57,0.001755,0.016667
sh,589180,科创材基,上证科创板新材料指数,汇添富基金管理股份有限公司,231,0,5683771.13,na,na
sh,589190,科创芯基,上证科创板芯片指数,华宝基金管理有限公司,78,0,54668581.97,0.001151,0.000000
sh,589200,科200E,上证科创板200指数,工银瑞信基金管理有限公司,192,0,6290677.78,0.002357,0.033333
sh,589210,芯设计GF,上证科创板芯片设计主题指数,广发基金管理有限公司,101,0,7687705.57,0.001157,0.000000
sh,589220,科200GT,上证科创板200指数,国泰基金管理有限公司,79,0,25857132.70,0.001041,0.000000
sh,589230,AI科创CS,上证科创板人工智能指数,南方基金管理股份有限公司,74,0,36360906.65,0.001329,0.000000
sh,589250,芯设计PY,上证科创板芯片设计主题指数,浦银安盛基金管理有限公司,38,0,12940316.28,0.001511,0.000000
sh,589260,科创芯设,上证科创板芯片设计主题指数,国泰基金管理有限公司,37,0,14228419.80,0.000948,0.000000
sh,589270,科创100Q,上证科创板100指数,前海开源基金管理有限公司,20,0,5799381.18,0.002777,0.050000
sh,589280,科综增指,上证科创板综合指数,华宝基金管理有限公司,7,0,4672897.13,0.001740,0.000000
sh,589300,科综嘉实,上证科创板综合指数,嘉实基金管理有限公司,269,0,2066348.42,0.001823,0.000000
sh,589320,科200JS,上证科创板200指数,嘉实基金管理有限公司,1,0,297875.87,0.000000,0.000000
sh,589380,AI科创指,上证科创板人工智能指数,富国基金管理有限公司,220,0,8555020.58,0.001018,0.000000
sh,589500,科综工银,上证科创板综合价格指数,工银瑞信基金管理有限公司,300,0,10741276.02,0.001237,0.000000
sh,589520,AI科创板,上证科创板人工智能指数,华宝基金管理有限公司,293,0,43798746.77,0.001089,0.000000
sh,589550,KC价值,上证智选科创板价值50策略指数,华夏基金管理有限公司,201,0,2258543.55,0.001916,0.000000
sh,589560,科创AITF,上证科创板人工智能指数,汇添富基金管理股份有限公司,172,0,14590444.12,0.001097,0.000000
sh,589580,科综价格,上证科创板综合价格指数,兴银基金管理有限责任公司,234,0,2402648.00,0.006262,0.216667
sh,589600,富国科综,上证科创板综合价格指数,富国基金管理有限公司,297,0,8804457.83,0.001195,0.000000
sh,589630,科综国泰,上证科创板综合指数,国泰基金管理有限公司,294,0,40142029.90,0.001038,0.000000
sh,589660,综指科创,上证科创板综合指数,南方基金管理股份有限公司,299,0,52720714.27,0.000856,0.000000
sh,589680,科创综Z,上证科创板综合指数,鹏华基金管理有限公司,299,0,153693430.00,0.000995,0.000000
sh,589700,成长科创,上证科创板成长指数,南方基金管理股份有限公司,238,0,6238137.13,0.001091,0.000000
sh,589720,科创新药,上证科创板创新药指数,国泰基金管理有限公司,197,0,216864237.07,0.000873,0.000000
sh,589770,科创全指,上证科创板综合指数,招商基金管理有限公司,299,0,20847960.43,na,na
sh,589780,科200FG,上证科创板200指数,富国基金管理有限公司,157,0,5541869.48,0.001861,0.033333
sh,589800,科创综合,上证科创板综合指数,易方达基金管理有限公司,300,0,123492835.60,0.001044,0.000000
sh,589820,科200F,上证科创板200指数,建信基金管理有限责任公司,166,0,13582955.27,na,na
sh,589850,科创东财,上证科创板50成份指数,东财基金管理有限公司,191,0,61896212.13,0.001160,0.000000
sh,589860,天弘科综,上证科创板综合指数,天弘基金管理有限公司,299,0,30759378.97,0.000992,0.000000
sh,589880,科创综,上证科创板综合指数,建信基金管理有限责任公司,300,0,31729680.03,0.001325,0.000000
sh,589890,景顺科综,上证科创板综合价格指数,景顺长城基金管理有限公司,299,0,23894406.50,0.001454,0.000000
sh,589900,博时科综,上证科创板综合指数,博时基金管理有限公司,299,0,23765439.38,0.001212,0.000000
sh,589950,科100FG,上证科创板 100 指数,富国基金管理有限公司,148,0,7929785.37,0.001212,0.016667
sh,589960,科创新源,上证科创板新能源指数,易方达基金管理有限公司,161,0,43870916.20,0.000702,0.000000
sh,589980,科基100,上证科创板100指数,汇添富基金管理股份有限公司,255,0,5134850.93,0.001521,0.016667
sh,589990,科创板综,上证科创板综合指数,华泰柏瑞基金管理有限公司,299,0,7642030.32,0.001379,0.000000
sz,159001,货币ETF易方达,货币基金指数,易方达基金管理有限公司,300,0,635720600.27,325.763372,0.983333
sz,159003,招商快线ETF,货币基金指数,招商基金管理有限公司,300,0,27311142.02,357.501640,0.983333
sz,159005,快钱ETF汇添富,货币基金指数,汇添富基金管理股份有限公司,300,0,12807208.27,327.381308,0.983333
sz,159007,养殖ETF华泰柏瑞,931946,华泰柏瑞基金管理有限公司,27,0,8700392.88,0.001254,0.000000
sz,159008,证券ETF景顺,399975 证券公司,景顺长城基金管理有限公司,20,0,8144274.30,0.001079,0.000000
sz,159009,创业板新能源ETF易方达,399266 创新能源,易方达基金管理有限公司,30,0,6752314.05,0.001486,0.000000
sz,159010,港股通科技ETF博时,HSSCITI,博时基金管理有限公司,12,0,6931729.85,0.006700,0.250000
sz,159012,科创创业50ETF鹏华,931643,鹏华基金管理有限公司,7,0,4701210.78,0.002782,0.000000
sz,159013,工业互联网ETF大成,931495,大成基金管理有限公司,20,0,8270669.30,0.001857,0.000000
sz,159015,恒生港股通科技ETF国联,HSSCITI,国联基金管理有限公司,15,0,6903111.64,0.008943,0.466667
sz,159016,证券ETF广发,931412,广发基金管理有限公司,11,0,4691259.78,0.001811,0.000000
sz,159017,石油ETF工银,399439 国证油气,工银瑞信基金管理有限公司,15,0,2245690.24,0.001401,0.000000
sz,159018,石油ETF广发,399439 国证油气,广发基金管理有限公司,21,0,5399274.95,0.002872,0.000000
sz,159019,石油ETF华宝,399439 国证油气,华宝基金管理有限公司,23,0,9950869.52,0.001998,0.000000
sz,159020,养殖ETF易方达,931946,易方达基金管理有限公司,21,0,4078228.07,0.001188,0.000000
sz,159021,大盘价值ETF华夏,399373 大盘价值,华夏基金管理有限公司,10,0,1872838.62,0.001028,0.000000
sz,159022,科创创业人工智能ETF富国,932456,富国基金管理有限公司,22,0,14996746.85,0.002574,0.000000
sz,159026,石油ETF南方,399439 国证油气,南方基金管理股份有限公司,22,0,5508703.59,0.001924,0.000000
sz,159027,畜牧养殖ETF大成,931946,大成基金管理有限公司,10,0,2515633.36,0.001483,0.000000
sz,159028,港股汽车ETF天弘,HSSCAM,天弘基金管理有限公司,11,0,1721887.93,0.007085,0.272727
sz,159029,有色ETF广发,931892,广发基金管理有限公司,6,0,1993255.02,0.000603,0.000000
sz,159030,粮食ETF华夏,399365 国证粮食,华夏基金管理有限公司,13,0,2100208.70,0.001190,0.000000
sz,159032,工业有色ETF易方达,H11059,易方达基金管理有限公司,12,0,4826972.43,0.001506,0.000000
sz,159035,软件ETF天弘,930601,天弘基金管理有限公司,10,0,2940585.45,na,na
sz,159038,粮食ETF易方达,399365 国证粮食,易方达基金管理有限公司,6,0,1312259.68,0.000885,0.000000
sz,159100,巴西ETF华夏,IBOVESPA,华夏基金管理有限公司,129,0,254059498.17,0.028534,0.766667
sz,159101,港股通科技ETF华夏,987008,华夏基金管理有限公司,174,0,399449868.93,0.005129,0.066667
sz,159102,港股通生物科技ETF华安,HSBIO,华安基金管理有限公司,165,0,36266720.58,0.005495,0.116667
sz,159103,金融科技ETF汇添富,930986,汇添富基金管理股份有限公司,169,0,6279303.18,0.001253,0.000000
sz,159105,恒生生物科技ETF易方达,HSBIO,易方达基金管理有限公司,137,0,103514992.23,0.005115,0.116667
sz,159106,民企300ETF前海开源,931265,前海开源基金管理有限公司,145,0,2684039.67,0.002531,0.000000
sz,159107,创业板软件ETF富国,399264 创业软件,富国基金管理有限公司,161,0,54757951.67,0.001021,0.000000
sz,159108,工业软件ETF博时,980034,博时基金管理有限公司,122,0,10413323.72,0.001896,0.000000
sz,159109,恒生50ETF景顺,HSSC50,景顺长城基金管理有限公司,153,0,10165675.36,0.005167,0.083333
sz,159110,科创债ETF万家,921130,万家基金管理有限公司,159,0,1110952207.58,0.000670,0.000000
sz,159111,科创债ETF天弘,932160,天弘基金管理有限公司,159,0,4350499972.87,0.000145,0.000000
sz,159112,科创债ETF银华,932160,银华基金管理股份有限公司,159,0,5108567976.80,0.000151,0.000000
sz,159113,科创债ETF大成,932160,大成基金管理有限公司,159,0,2788420899.98,0.000139,0.000000
sz,159115,科创债ETF华安,932160,华安基金管理有限公司,159,0,2271426776.82,0.000130,0.000000
sz,159116,科创债ETF工银,932160,工银瑞信基金管理有限公司,159,0,4284898103.03,0.000134,0.000000
sz,159117,港股通红利低波ETF鹏华,SPAHLVHP,鹏华基金管理有限公司,148,0,3915644.99,0.007302,0.250000
sz,159118,港股通红利低波ETF华夏,SPAHLVCP,华夏基金管理有限公司,119,0,4987369.75,0.006977,0.250000
sz,159119,800现金流ETF招商,932368,招商基金管理有限公司,129,0,9869614.20,0.001164,0.000000
sz,159120,港股通科技ETF国联安,HSSCITI,国联安基金管理有限公司,129,0,23861240.00,0.005524,0.150000
sz,159121,港股通汽车ETF易方达,HSSCAM,易方达基金管理有限公司,122,0,17190789.74,0.006771,0.200000
sz,159122,创业板新能源ETF富国,399266 创新能源,富国基金管理有限公司,137,0,5971716.75,0.001328,0.000000
sz,159123,光伏ETF嘉实,931151,嘉实基金管理有限公司,119,0,10788369.82,0.000739,0.000000
sz,159125,港股通科技ETF招商,987008,招商基金管理有限公司,134,0,44901583.12,0.003622,0.016667
sz,159126,港股通50ETF南方,930931,南方基金管理股份有限公司,137,0,20346567.80,0.006970,0.183333
sz,159127,港股通红利ETF南方,930914,南方基金管理股份有限公司,124,0,13719109.53,0.007353,0.166667
sz,159128,港股科技ETF天弘,987008,天弘基金管理有限公司,129,0,92423135.82,0.005860,0.166667
sz,159129,化工ETF嘉实,000813,嘉实基金管理有限公司,128,0,64466014.27,0.001043,0.000000
sz,159130,恒生生物科技ETF鹏华,HSBIO,鹏华基金管理有限公司,119,0,13969367.83,0.006923,0.150000
sz,159131,港股通信息技术ETF华宝,930967,华宝基金管理有限公司,129,0,488565108.77,0.006345,0.116667
sz,159132,恒生生物科技ETF富国,HSBIO,富国基金管理有限公司,91,0,18223011.93,0.005666,0.133333
sz,159133,化工ETF天弘,000813,天弘基金管理有限公司,121,0,60686545.37,0.000968,0.000000
sz,159135,港股通科技ETF前海开源,HSSCITI,前海开源基金管理有限公司,67,0,16018881.82,0.005307,0.116667
sz,159136,A50ETF广发,930050,广发基金管理有限公司,99,0,2551296.74,0.001671,0.000000
sz,159137,港股通医疗ETF华宝,932069,华宝基金管理有限公司,89,0,35243513.24,0.004925,0.083333
sz,159138,工程机械ETF易方达,931752,易方达基金管理有限公司,88,0,14170397.57,0.001562,0.000000
sz,159139,科创创业人工智能ETF华泰柏瑞,932456,华泰柏瑞基金管理有限公司,103,0,46608943.23,0.001005,0.000000
sz,159140,科创创业人工智能ETF易方达,932456,易方达基金管理有限公司,104,0,70361274.40,0.000962,0.000000
sz,159141,科创创业人工智能ETF永赢,932456,永赢基金管理有限公司,109,0,84026539.73,0.000934,0.000000
sz,159142,科创创业人工智能ETF景顺,932456,景顺长城基金管理有限公司,108,0,59853357.10,0.001039,0.000000
sz,159143,港股通央企红利ETF平安,HSSCSOY,平安基金管理有限公司,89,0,6333845.88,0.007679,0.250000
sz,159145,工业软件ETF广发,980034,广发基金管理有限公司,84,0,4200262.55,0.001730,0.000000
sz,159146,电力ETF华宝,H30199,华宝基金管理有限公司,83,0,45067843.47,0.001434,0.000000
sz,159147,电池ETF南方,931719,南方基金管理股份有限公司,80,0,34523209.47,0.001261,0.000000
sz,159148,石油ETF富国,399439 国证油气,富国基金管理有限公司,67,0,87542070.32,0.002926,0.066667
sz,159149,创业板新能源ETF工银,399266 创新能源,工银瑞信基金管理有限公司,83,0,15536454.45,0.001071,0.000000
sz,159150,深证50ETF易方达,399850 深证50,易方达基金管理有限公司,300,0,8504394.64,0.001111,0.000000
sz,159151,食品ETF华夏,H30192,华夏基金管理有限公司,87,0,8815782.91,0.000920,0.000000
sz,159152,港股通科技ETF平安,HSSCITI,平安基金管理有限公司,73,0,46902201.17,0.005470,0.133333
sz,159153,消费电子ETF鹏华,980030 消费电子,鹏华基金管理有限公司,69,0,12885999.74,0.002276,0.033333
sz,159155,电池ETF大成,931719,大成基金管理有限公司,82,0,25508523.48,0.001352,0.000000
sz,159156,电池ETF万家,980032 新能电池,万家基金管理有限公司,66,0,10629781.31,0.001306,0.000000
sz,159157,有色金属ETF天弘,H11059,天弘基金管理有限公司,70,0,205181009.87,0.001245,0.000000
sz,159158,电力ETF景顺,H30199,景顺长城基金管理有限公司,78,0,67120708.93,0.001501,0.000000
sz,159159,公用事业ETF国投瑞银,000995,国投瑞银基金管理有限公司,66,0,13299332.79,0.001114,0.000000
sz,159160,电池ETF东财,931719,东财基金管理有限公司,41,0,16590055.19,0.001235,0.000000
sz,159162,工业有色ETF鹏华,H11059,鹏华基金管理有限公司,76,0,19479283.37,na,na
sz,159163,有色ETF泰康,931892,泰康基金管理有限公司,69,0,12999812.45,na,na
sz,159165,养殖ETF永赢,931946,永赢基金管理有限公司,66,0,13771575.31,0.001462,0.016667
sz,159166,现金流ETF长城,980092 CNIFCF,长城基金管理有限公司,48,0,4191674.70,0.001353,0.000000
sz,159167,港股通医疗ETF工银,932069,工银瑞信基金管理有限公司,66,0,12958236.84,0.006231,0.216667
sz,159168,有色ETF富国,H11059,富国基金管理有限公司,66,0,20824660.37,0.001288,0.000000
sz,159169,恒生生物科技ETF广发,HSBIO,广发基金管理有限公司,58,0,19147730.93,0.006382,0.172414
sz,159170,港股通互联网ETF永赢,987022,永赢基金管理有限公司,47,0,18063859.44,0.004094,0.042553
sz,159171,工业有色ETF博时,H11059,博时基金管理有限公司,57,0,9754856.07,0.001347,0.000000
sz,159172,养殖ETF汇添富,931946,汇添富基金管理股份有限公司,46,0,12815914.02,0.001258,0.000000
sz,159173,农牧ETF南方,930910,南方基金管理股份有限公司,37,0,8692696.58,0.000747,0.000000
sz,159175,电池ETF易方达,931719,易方达基金管理有限公司,57,0,49695224.67,0.001002,0.000000
sz,159176,家电ETF华宝,930697,华宝基金管理有限公司,36,0,11127801.97,0.001370,0.000000
sz,159177,工程机械ETF鹏华,931752,鹏华基金管理有限公司,37,0,10407540.88,0.002406,0.000000
sz,159178,消费电子ETF汇添富,980030 消费电子,汇添富基金管理股份有限公司,20,0,10039017.97,0.002259,0.000000
sz,159179,港股通互联网ETF工银,931637,工银瑞信基金管理有限公司,36,0,13010100.70,0.006210,0.222222
sz,159180,软件ETF银华,980034,银华基金管理股份有限公司,36,0,9029072.90,0.001889,0.000000
sz,159181,石油ETF易方达,399439 国证油气,易方达基金管理有限公司,47,0,14913108.50,0.001634,0.000000
sz,159182,家电ETF南方,930697,南方基金管理股份有限公司,15,0,4537549.78,0.001747,0.000000
sz,159183,新能源车ETF招商,399976 CS新能车,招商基金管理有限公司,44,0,14601347.46,0.001394,0.000000
sz,159185,港股通信息技术ETF鹏华,930967,鹏华基金管理有限公司,22,0,40061260.73,0.011927,0.500000
sz,159186,港股通汽车ETF鹏华,HSSCAM,鹏华基金管理有限公司,26,0,5669823.04,0.009928,0.500000
sz,159187,创业板新能源ETF景顺,399266 创新能源,景顺长城基金管理有限公司,38,0,9341850.49,0.001104,0.000000
sz,159188,红利100ETF景顺,SPCADMCP,景顺长城基金管理有限公司,32,0,5564160.13,0.000780,0.000000
sz,159189,石油ETF华夏,399439 国证油气,华夏基金管理有限公司,47,0,11134057.26,0.001450,0.000000
sz,159190,创业板新能源ETF天弘,399266 创新能源,天弘基金管理有限公司,40,0,16150924.62,0.001172,0.000000
sz,159191,港股通科技ETF易方达,987008,易方达基金管理有限公司,42,0,10507903.66,0.006979,0.214286
sz,159192,家电ETF汇添富,931021,汇添富基金管理股份有限公司,18,0,5437292.79,na,na
sz,159193,新能源电池ETF银华,980027 CNINEB,银华基金管理股份有限公司,17,0,13297108.35,0.001654,0.000000
sz,159195,石油ETF华安,399439 国证油气,华安基金管理有限公司,37,0,13856752.75,0.001567,0.000000
sz,159196,港股通信息技术ETF易方达,930967,易方达基金管理有限公司,37,0,123643342.07,0.008205,0.243243
sz,159197,石油ETF招商,399439 国证油气,招商基金管理有限公司,37,0,9323466.12,0.001444,0.000000
sz,159198,港股通信息技术ETF富国,930967,富国基金管理有限公司,36,0,52134046.73,0.010519,0.527778
sz,159199,石油ETF平安,399439 国证油气,平安基金管理有限公司,33,0,3832968.55,0.001401,0.000000
sz,159200,科创债ETF富国,932160,富国基金管理有限公司,208,0,5035120212.53,0.000136,0.000000
sz,159201,自由现金流ETF华夏,980092 CNIFCF,华夏基金管理有限公司,300,0,639796887.47,0.001105,0.000000
sz,159202,恒生互联网ETF万家,HSIII,万家基金管理有限公司,270,0,117223245.40,0.005257,0.066667
sz,159203,大盘成长ETF博时,399372 大盘成长,博时基金管理有限公司,221,1,891734.92,0.002741,0.016949
sz,159205,创业板ETF东财,399006 创业板指,东财基金管理有限公司,233,0,54697540.23,0.000984,0.000000
sz,159206,卫星ETF永赢,980018 卫星通信,永赢基金管理有限公司,292,0,1416852202.13,0.000947,0.000000
sz,159207,高股息ETF广发,932305,广发基金管理有限公司,275,0,71061930.03,0.001387,0.000000
sz,159208,航空航天ETF万家,CN5082,万家基金管理有限公司,255,0,25614455.88,0.001227,0.000000
sz,159209,红利质量ETF招商,932315,招商基金管理有限公司,285,0,109803385.00,0.000886,0.000000
sz,159210,港股通汽车ETF汇添富,931239,汇添富基金管理股份有限公司,239,0,59241208.58,0.006614,0.183333
sz,159211,深证100ETF富国,399330 深证100,富国基金管理有限公司,272,0,1248682.41,0.001572,0.000000
sz,159212,深100ETF南方,399330 深证100,南方基金管理股份有限公司,275,0,21750349.13,0.001228,0.000000
sz,159213,机器人ETF汇添富,H30590,汇添富基金管理股份有限公司,260,0,40502589.90,0.000856,0.000000
sz,159215,A500ETF平安,000510,平安基金管理有限公司,277,0,11915409.07,0.001086,0.000000
sz,159216,深证100ETF大成,399330 深证100,大成基金管理有限公司,273,0,4873076.13,0.001420,0.000000
sz,159217,港股通创新药ETF工银,987018,工银瑞信基金管理有限公司,278,0,657572752.53,0.006254,0.233333
sz,159218,卫星ETF招商,931594,招商基金管理有限公司,247,0,332660847.87,na,na
sz,159219,深证100ETF融通,399330 深证100,融通基金管理有限公司,254,0,4212655.92,0.002041,0.033333
sz,159220,港股通红利低波ETF华宝,SPAHLVCP,华宝基金管理有限公司,255,0,32366220.24,0.004063,0.016667
sz,159221,现金流ETF嘉实,980092 CNIFCF,嘉实基金管理有限公司,254,0,45211905.00,0.001053,0.000000
sz,159222,自由现金流ETF易方达,980092 CNIFCF,易方达基金管理有限公司,269,0,110974469.67,0.001155,0.000000
sz,159223,现金流ETF永赢,980092 CNIFCF,永赢基金管理有限公司,218,0,12357483.99,0.001172,0.000000
sz,159225,现金流ETF银华,980092 CNIFCF,银华基金管理股份有限公司,269,0,9331461.14,0.001028,0.000000
sz,159226,中证A500增强ETF国泰,000510,国泰基金管理有限公司,242,0,9524002.47,na,na
sz,159227,航空航天ETF华夏,CN5082,华夏基金管理有限公司,251,0,357237517.33,0.000871,0.000000
sz,159228,红利低波ETF长城,930955,长城基金管理有限公司,229,0,405985.45,0.001574,0.016667
sz,159229,自由现金流ETF广发,932368,广发基金管理有限公司,252,1,15932753.30,0.000964,0.000000
sz,159230,通用航空ETF华夏,980076 通用航空,华夏基金管理有限公司,241,0,24339342.83,0.001006,0.000000
sz,159231,通用航空ETF华宝,980076 通用航空,华宝基金管理有限公司,261,0,9101289.27,0.001307,0.000000
sz,159232,自由现金流ETF南方,932365,南方基金管理股份有限公司,260,0,230231955.47,0.001045,0.000000
sz,159233,自由现金流ETF平安,932365,平安基金管理有限公司,239,0,45448453.27,0.001030,0.000000
